invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall
I775561,C105129,Food & Beverage,3,15.69,26-03-2022,Viaport Outlet
I280732,C105132,Clothing,4,1200.32,09-08-2021,Forum Istanbul
I278215,C105141,Clothing,1,300.08,31-10-2021,Kanyon
I121768,C105146,Clothing,5,1500.4,31-03-2022,Emaar Square Mall
I205146,C105149,Clothing,4,1200.32,03-01-2023,Emaar Square Mall
I295314,C105150,Clothing,4,1200.32,06-03-2021,Forum Istanbul
I254967,C105154,Food & Beverage,1,5.23,14-10-2021,Kanyon
I188891,C105157,Clothing,5,1500.4,10-02-2021,Metropol AVM
I236637,C105163,Clothing,1,300.08,23-04-2021,Metrocity
I143482,C105164,Clothing,3,900.24,09-10-2021,Metrocity
I165896,C105168,Food & Beverage,3,15.69,11-04-2022,Metropol AVM
I121959,C105169,Cosmetics,1,40.66,18-11-2022,Metrocity
I546691,C105170,Books,3,45.45,30-01-2022,Kanyon
I303703,C105172,Cosmetics,1,40.66,17-05-2022,Metropol AVM
I216145,C105181,Cosmetics,5,203.3,17-03-2022,Metrocity
I159913,C105182,Clothing,1,300.08,11-02-2022,Mall of Istanbul
I104527,C105183,Food & Beverage,3,15.69,12-11-2021,Kanyon
I119605,C105188,Food & Beverage,1,5.23,28-11-2022,Istinye Park
I310465,C105191,Clothing,2,600.16,06-09-2021,Metrocity
I883000,C105197,Clothing,4,1200.32,14-01-2022,Kanyon
I224980,C105201,Clothing,2,600.16,08-11-2021,Kanyon
I164818,C105210,Clothing,1,300.08,26-06-2021,Metropol AVM
I250171,C105213,Clothing,1,300.08,03-12-2021,Kanyon
I194386,C105215,Cosmetics,1,40.66,16-01-2023,Kanyon
I141273,C105218,Shoes,2,1200.34,02-09-2021,Metropol AVM
I182149,C105220,Clothing,5,1500.4,11-01-2023,Mall of Istanbul
I182185,C105221,Clothing,3,900.24,31-10-2022,Emaar Square Mall
I181244,C105224,Cosmetics,4,162.64,14-01-2022,Metropol AVM
I250803,C105227,Shoes,1,600.17,24-03-2022,Cevahir AVM
I277897,C105229,Toys,2,71.68,24-12-2021,Mall of Istanbul
I202997,C105230,Souvenir,5,58.65,19-07-2022,Forum Istanbul
I224825,C105232,Food & Beverage,1,5.23,28-01-2022,Forum Istanbul
I120001,C105238,Souvenir,2,23.46,01-11-2022,Metrocity
I320760,C105241,Cosmetics,4,162.64,15-09-2021,Mall of Istanbul
I622048,C105244,Clothing,3,900.24,03-05-2022,Kanyon
I259437,C105245,Cosmetics,2,81.32,19-12-2021,Istinye Park
I129102,C105246,Cosmetics,2,81.32,29-03-2022,Metrocity
I217969,C105254,Clothing,2,600.16,24-02-2022,Kanyon
I297757,C105258,Clothing,4,1200.32,20-05-2022,Istinye Park
I152425,C105259,Books,2,30.3,18-08-2022,Kanyon
I252612,C105263,Clothing,5,1500.4,15-10-2022,Metrocity
I539318,C105267,Toys,3,107.52,26-06-2022,Mall of Istanbul
I612897,C105269,Clothing,2,600.16,10-11-2021,Istinye Park
I228310,C105277,Clothing,4,1200.32,02-11-2021,Viaport Outlet
I243814,C105280,Clothing,5,1500.4,07-10-2021,Zorlu Center
I836739,C105283,Clothing,5,1500.4,22-10-2022,Metrocity
I172238,C105288,Technology,2,2100,20-10-2021,Kanyon
I162798,C105294,Clothing,1,300.08,17-09-2021,Metrocity
I362952,C105298,Food & Beverage,1,5.23,06-10-2021,Mall of Istanbul
I270862,C105299,Food & Beverage,1,5.23,20-09-2021,Metrocity
I143472,C105300,Cosmetics,4,162.64,24-01-2023,Metrocity
I314854,C105301,Clothing,3,900.24,27-06-2022,Metropol AVM
I103789,C105302,Shoes,1,600.17,28-03-2022,Cevahir AVM
I141394,C105304,Souvenir,4,46.92,02-12-2022,Mall of Istanbul
I101720,C105307,Cosmetics,1,40.66,29-03-2022,Metrocity
I204466,C105309,Clothing,5,1500.4,05-06-2022,Kanyon
I193616,C105312,Shoes,5,3000.85,05-02-2021,Mall of Istanbul
I307857,C105314,Souvenir,2,23.46,01-09-2021,Kanyon
I909498,C105316,Cosmetics,5,203.3,25-01-2021,Viaport Outlet
I915019,C105319,Souvenir,5,58.65,27-09-2022,Viaport Outlet
I686556,C105324,Clothing,2,600.16,12-11-2021,Mall of Istanbul
I190418,C105332,Clothing,4,1200.32,03-01-2021,Kanyon
I224369,C105334,Toys,5,179.2,03-12-2021,Cevahir AVM
I289177,C105337,Books,3,45.45,21-09-2021,Forum Istanbul
I174523,C105344,Cosmetics,4,162.64,31-07-2021,Metropol AVM
I269726,C105346,Toys,1,35.84,14-07-2021,Istinye Park
I236472,C105350,Shoes,2,1200.34,03-10-2021,Metropol AVM
I244926,C105351,Shoes,5,3000.85,25-02-2021,Mall of Istanbul
I102782,C105352,Souvenir,5,58.65,01-11-2021,Mall of Istanbul
I840392,C105366,Clothing,5,1500.4,12-12-2021,Emaar Square Mall
I189626,C105368,Toys,3,107.52,31-03-2021,Emaar Square Mall
I809039,C105377,Souvenir,4,46.92,29-09-2022,Mall of Istanbul
I925420,C105378,Cosmetics,4,162.64,24-12-2021,Mall of Istanbul
I165041,C105380,Clothing,5,1500.4,29-12-2022,Istinye Park
I684202,C105382,Clothing,3,900.24,24-12-2022,Cevahir AVM
I235119,C105384,Shoes,4,2400.68,23-11-2021,Kanyon
I291028,C105387,Souvenir,4,46.92,28-11-2022,Kanyon
I117311,C105389,Cosmetics,3,121.98,16-08-2021,Metropol AVM
I298309,C105391,Toys,1,35.84,22-01-2022,Istinye Park
I109772,C105393,Food & Beverage,4,20.92,14-06-2022,Kanyon
I903334,C105400,Clothing,4,1200.32,17-04-2021,Metropol AVM
I127724,C105401,Toys,5,179.2,16-08-2021,Istinye Park
I834379,C105402,Cosmetics,4,162.64,20-04-2022,Metrocity
I882843,C105403,Clothing,4,1200.32,09-09-2021,Istinye Park
I375800,C105405,Cosmetics,3,121.98,08-01-2023,Istinye Park
I153410,C105412,Shoes,1,600.17,23-04-2021,Viaport Outlet
I892484,C105421,Clothing,1,300.08,14-12-2021,Metropol AVM
I174431,C105422,Cosmetics,5,203.3,17-02-2022,Kanyon
I885734,C105423,Clothing,1,300.08,26-10-2021,Kanyon
I246405,C105429,Food & Beverage,1,5.23,04-08-2021,Istinye Park
I175058,C105433,Shoes,3,1800.51,04-03-2023,Kanyon
I284010,C105438,Clothing,1,300.08,16-10-2022,Kanyon
I319783,C105444,Toys,4,143.36,02-04-2021,Metropol AVM
I123407,C105445,Clothing,3,900.24,05-04-2021,Kanyon
I395712,C105458,Food & Beverage,5,26.15,26-03-2021,Metrocity
I231879,C105463,Clothing,3,900.24,04-01-2021,Viaport Outlet
I287104,C105464,Food & Beverage,3,15.69,19-09-2022,Kanyon
I219229,C105467,Food & Beverage,5,26.15,16-01-2023,Emaar Square Mall
I194741,C105471,Shoes,5,3000.85,07-04-2021,Mall of Istanbul
I262240,C105474,Cosmetics,1,40.66,15-01-2023,Mall of Istanbul
I290081,C105480,Clothing,1,300.08,06-05-2021,Metropol AVM
I257381,C105485,Clothing,5,1500.4,16-09-2021,Forum Istanbul
I742734,C105491,Cosmetics,2,81.32,03-05-2021,Kanyon
I116082,C105496,Clothing,4,1200.32,11-11-2021,Istinye Park
I837833,C105498,Toys,1,35.84,17-03-2021,Metrocity
I131294,C105503,Cosmetics,4,162.64,25-09-2021,Metrocity
I812361,C105504,Souvenir,4,46.92,08-10-2022,Zorlu Center
I221689,C105507,Clothing,5,1500.4,27-07-2022,Zorlu Center
I384575,C105509,Cosmetics,5,203.3,14-08-2022,Mall of Istanbul
I301041,C105510,Cosmetics,5,203.3,15-02-2023,Zorlu Center
I108093,C105511,Shoes,2,1200.34,16-11-2021,Zorlu Center
I310640,C105515,Clothing,5,1500.4,28-07-2021,Mall of Istanbul
I540266,C105516,Clothing,1,300.08,17-01-2022,Mall of Istanbul
I302962,C105522,Cosmetics,1,40.66,28-02-2023,Metropol AVM
I216819,C105524,Food & Beverage,5,26.15,09-10-2021,Kanyon
I291529,C105526,Books,1,15.15,21-01-2022,Metropol AVM
I616029,C105527,Clothing,5,1500.4,28-05-2021,Metrocity
I187032,C105529,Souvenir,4,46.92,12-02-2023,Emaar Square Mall
I283190,C105535,Technology,3,3150,15-07-2021,Zorlu Center
I745335,C105538,Food & Beverage,1,5.23,31-05-2022,Metrocity
I746748,C105545,Clothing,1,300.08,27-08-2022,Emaar Square Mall
I214146,C105548,Shoes,4,2400.68,07-06-2021,Istinye Park
I357738,C105550,Clothing,3,900.24,10-02-2021,Kanyon
I486348,C105551,Clothing,4,1200.32,21-01-2022,Mall of Istanbul
I156335,C105552,Shoes,3,1800.51,23-01-2021,Cevahir AVM
I128278,C105553,Clothing,4,1200.32,03-04-2022,Metropol AVM
I101745,C105559,Shoes,5,3000.85,05-04-2021,Cevahir AVM
I309713,C105561,Clothing,3,900.24,23-05-2021,Mall of Istanbul
I255964,C105564,Books,5,75.75,18-10-2022,Mall of Istanbul
I217519,C105565,Food & Beverage,5,26.15,22-02-2021,Forum Istanbul
I269918,C105566,Toys,3,107.52,19-01-2021,Istinye Park
I249557,C105567,Clothing,4,1200.32,22-05-2021,Istinye Park
I245446,C105574,Clothing,5,1500.4,18-03-2022,Istinye Park
I221385,C105577,Toys,4,143.36,05-05-2022,Metropol AVM
I165047,C105579,Clothing,4,1200.32,26-08-2021,Metrocity
I461514,C105581,Clothing,4,1200.32,01-04-2021,Kanyon
I344891,C105583,Food & Beverage,3,15.69,10-01-2022,Viaport Outlet
I297735,C105585,Food & Beverage,3,15.69,29-06-2021,Istinye Park
I853845,C105587,Clothing,2,600.16,17-03-2022,Metrocity
I337851,C105588,Toys,4,143.36,28-02-2022,Metrocity
I179864,C105590,Clothing,2,600.16,13-10-2021,Metropol AVM
I241879,C105599,Clothing,2,600.16,24-10-2022,Kanyon
I218201,C105600,Clothing,4,1200.32,24-02-2022,Metrocity
I601656,C105601,Food & Beverage,3,15.69,29-03-2021,Mall of Istanbul
I713553,C105607,Clothing,2,600.16,10-02-2023,Forum Istanbul
I276289,C105609,Toys,4,143.36,28-07-2022,Metrocity
I876192,C105613,Shoes,5,3000.85,10-11-2022,Kanyon
I767800,C105618,Clothing,3,900.24,25-08-2022,Istinye Park
I440614,C105620,Technology,2,2100,13-02-2023,Mall of Istanbul
I976863,C105622,Cosmetics,4,162.64,03-01-2021,Metrocity
I335332,C105625,Toys,5,179.2,02-10-2021,Kanyon
I228683,C105640,Toys,1,35.84,16-12-2021,Kanyon
I919538,C105648,Clothing,2,600.16,04-12-2021,Kanyon
I426505,C105654,Shoes,2,1200.34,25-04-2022,Mall of Istanbul
I168812,C105655,Clothing,2,600.16,28-01-2023,Cevahir AVM
I189772,C105656,Food & Beverage,1,5.23,18-04-2021,Kanyon
I815945,C105659,Clothing,2,600.16,20-03-2021,Metropol AVM
I158477,C105660,Clothing,5,1500.4,09-11-2022,Forum Istanbul
I229194,C105662,Clothing,5,1500.4,10-02-2022,Mall of Istanbul
I283736,C105666,Cosmetics,1,40.66,14-01-2021,Forum Istanbul
I102045,C105667,Food & Beverage,3,15.69,22-05-2021,Metropol AVM
I242156,C105668,Souvenir,3,35.19,05-04-2021,Kanyon
I484962,C105669,Clothing,1,300.08,26-12-2022,Mall of Istanbul
I281874,C105670,Cosmetics,4,162.64,14-01-2021,Metrocity
I368310,C105673,Souvenir,5,58.65,03-02-2022,Kanyon
I254960,C105677,Toys,5,179.2,06-05-2022,Kanyon
I197321,C105678,Cosmetics,1,40.66,15-02-2022,Metrocity
I891667,C105683,Clothing,1,300.08,23-08-2022,Metrocity
I257034,C105691,Books,3,45.45,13-06-2021,Kanyon
I379180,C105695,Toys,1,35.84,30-09-2021,Emaar Square Mall
I205555,C105696,Toys,3,107.52,11-07-2022,Emaar Square Mall
I300195,C105697,Clothing,4,1200.32,21-02-2021,Mall of Istanbul
I196195,C105698,Clothing,1,300.08,21-09-2021,Metropol AVM
I444770,C105702,Technology,4,4200,21-01-2022,Metropol AVM
I191360,C105704,Clothing,4,1200.32,06-01-2021,Mall of Istanbul
I234785,C105710,Cosmetics,3,121.98,18-06-2021,Mall of Istanbul
I267876,C105712,Books,2,30.3,09-09-2021,Metropol AVM
I177565,C105715,Books,1,15.15,23-05-2021,Mall of Istanbul
I282625,C105716,Books,4,60.6,24-05-2021,Mall of Istanbul
I289294,C105725,Cosmetics,4,162.64,01-11-2021,Viaport Outlet
I281712,C105729,Clothing,2,600.16,19-03-2022,Cevahir AVM
I156774,C105730,Clothing,5,1500.4,21-09-2021,Viaport Outlet
I239493,C105733,Cosmetics,5,203.3,10-01-2023,Metrocity
I198313,C105736,Toys,1,35.84,14-08-2021,Istinye Park
I217749,C105743,Shoes,1,600.17,03-10-2022,Mall of Istanbul
I226251,C105746,Toys,1,35.84,21-02-2021,Kanyon
I184980,C105747,Cosmetics,1,40.66,22-02-2023,Mall of Istanbul
I664514,C105748,Clothing,3,900.24,12-12-2022,Istinye Park
I282885,C105750,Cosmetics,3,121.98,06-05-2021,Zorlu Center
I291938,C105754,Food & Beverage,5,26.15,24-09-2022,Mall of Istanbul
I260683,C105756,Cosmetics,5,203.3,12-03-2022,Mall of Istanbul
I131868,C105758,Souvenir,1,11.73,18-10-2022,Emaar Square Mall
I743827,C105759,Clothing,3,900.24,22-01-2022,Istinye Park
I209600,C105761,Shoes,3,1800.51,30-03-2021,Cevahir AVM
I868553,C105764,Souvenir,2,23.46,16-02-2023,Emaar Square Mall
I336123,C105766,Food & Beverage,3,15.69,07-11-2022,Cevahir AVM
I115941,C105769,Clothing,1,300.08,01-01-2021,Istinye Park
I113479,C105773,Clothing,4,1200.32,16-06-2021,Mall of Istanbul
I196918,C105777,Toys,3,107.52,30-05-2022,Metrocity
I555989,C105778,Food & Beverage,4,20.92,12-02-2022,Mall of Istanbul
I108441,C105779,Clothing,4,1200.32,31-05-2022,Kanyon
I229172,C105780,Clothing,1,300.08,14-06-2022,Istinye Park
I177166,C105781,Technology,1,1050,22-11-2021,Mall of Istanbul
I336190,C105782,Food & Beverage,3,15.69,13-03-2021,Mall of Istanbul
I773266,C105783,Shoes,4,2400.68,14-03-2021,Kanyon
I631796,C105787,Toys,5,179.2,18-03-2022,Metrocity
I271766,C105788,Toys,4,143.36,11-07-2022,Metrocity
I232440,C105789,Shoes,1,600.17,31-12-2021,Metropol AVM
I247638,C105792,Toys,1,35.84,07-01-2022,Cevahir AVM
I312027,C105793,Toys,3,107.52,31-08-2021,Metrocity
I251937,C105795,Clothing,2,600.16,26-10-2021,Metropol AVM
I170147,C105796,Toys,4,143.36,03-10-2022,Mall of Istanbul
I933138,C105800,Cosmetics,3,121.98,10-07-2021,Metrocity
I432155,C105802,Food & Beverage,5,26.15,12-03-2021,Kanyon
I110804,C105807,Toys,3,107.52,03-01-2023,Zorlu Center
I682231,C105811,Cosmetics,2,81.32,22-11-2021,Mall of Istanbul
I208449,C105812,Clothing,2,600.16,01-03-2023,Istinye Park
I320494,C105814,Clothing,1,300.08,12-02-2022,Metropol AVM
I177052,C105815,Food & Beverage,3,15.69,19-10-2021,Istinye Park
I334741,C105816,Technology,1,1050,31-08-2022,Istinye Park
I209122,C105818,Cosmetics,1,40.66,28-04-2022,Cevahir AVM
I299518,C105819,Cosmetics,4,162.64,28-10-2021,Mall of Istanbul
I153825,C105823,Clothing,3,900.24,27-11-2021,Mall of Istanbul
I821274,C105824,Shoes,2,1200.34,20-02-2023,Kanyon
I740761,C105826,Clothing,4,1200.32,01-02-2023,Metrocity
I106269,C105830,Clothing,4,1200.32,14-12-2022,Istinye Park
I964504,C105833,Cosmetics,1,40.66,12-08-2022,Mall of Istanbul
I268068,C105834,Food & Beverage,1,5.23,29-11-2021,Metrocity
I335534,C105837,Shoes,1,600.17,29-04-2022,Emaar Square Mall
I125552,C105838,Food & Beverage,5,26.15,03-03-2023,Kanyon
I781176,C105842,Toys,5,179.2,07-02-2022,Forum Istanbul
I280487,C105844,Clothing,2,600.16,29-06-2021,Emaar Square Mall
I180303,C105845,Food & Beverage,1,5.23,21-10-2022,Mall of Istanbul
I562349,C105847,Clothing,2,600.16,12-02-2023,Kanyon
I882599,C105853,Toys,5,179.2,29-06-2021,Viaport Outlet
I258456,C105860,Shoes,2,1200.34,11-04-2021,Metropol AVM
I137236,C105862,Cosmetics,2,81.32,17-03-2021,Emaar Square Mall
I130225,C105864,Technology,1,1050,23-08-2021,Mall of Istanbul
I139778,C105881,Clothing,4,1200.32,18-03-2021,Metrocity
I308266,C105882,Souvenir,3,35.19,16-02-2023,Mall of Istanbul
I360351,C105883,Food & Beverage,2,10.46,19-09-2022,Emaar Square Mall
I960500,C105902,Technology,3,3150,18-07-2022,Viaport Outlet
I310424,C105907,Cosmetics,2,81.32,06-03-2022,Cevahir AVM
I456636,C105908,Food & Beverage,3,15.69,16-12-2022,Kanyon
I249535,C105910,Cosmetics,5,203.3,01-09-2021,Forum Istanbul
I264602,C105918,Cosmetics,3,121.98,13-11-2022,Forum Istanbul
I958194,C105920,Clothing,4,1200.32,01-05-2021,Kanyon
I404749,C105923,Clothing,4,1200.32,16-06-2021,Metropol AVM
I441811,C105925,Clothing,5,1500.4,30-03-2021,Mall of Istanbul
I159762,C105929,Food & Beverage,5,26.15,11-12-2022,Zorlu Center
I797613,C105930,Clothing,1,300.08,18-03-2022,Mall of Istanbul
I625280,C105931,Cosmetics,2,81.32,30-08-2021,Mall of Istanbul
I233661,C105934,Clothing,1,300.08,27-11-2022,Metrocity
I276635,C105940,Cosmetics,4,162.64,28-05-2021,Metrocity
I254707,C105941,Cosmetics,2,81.32,02-01-2022,Istinye Park
I931924,C105944,Cosmetics,3,121.98,17-01-2022,Mall of Istanbul
I283944,C105949,Clothing,3,900.24,07-04-2021,Emaar Square Mall
I309287,C105950,Food & Beverage,1,5.23,18-11-2021,Kanyon
I225381,C105951,Toys,5,179.2,04-08-2022,Kanyon
I278124,C105955,Cosmetics,4,162.64,12-08-2022,Kanyon
I317414,C105958,Clothing,4,1200.32,15-08-2022,Forum Istanbul
I157878,C105960,Books,5,75.75,29-07-2022,Metrocity
I246289,C105965,Souvenir,3,35.19,30-03-2021,Kanyon
I948118,C105968,Clothing,1,300.08,17-03-2022,Kanyon
I231014,C105969,Toys,4,143.36,06-06-2022,Metropol AVM
I748229,C105970,Clothing,1,300.08,17-09-2021,Istinye Park
I196816,C105973,Food & Beverage,5,26.15,23-10-2022,Metropol AVM
I279692,C105974,Cosmetics,2,81.32,21-01-2021,Viaport Outlet
I164612,C105975,Clothing,3,900.24,21-01-2021,Emaar Square Mall
I161793,C105982,Clothing,3,900.24,07-11-2022,Mall of Istanbul
I139100,C105983,Toys,5,179.2,04-03-2023,Mall of Istanbul
I116661,C105984,Cosmetics,5,203.3,14-09-2021,Kanyon
I237628,C105986,Food & Beverage,5,26.15,21-02-2021,Istinye Park
I323275,C105990,Shoes,2,1200.34,21-12-2022,Mall of Istanbul
I224355,C105991,Clothing,4,1200.32,23-02-2022,Mall of Istanbul
I103961,C105994,Toys,2,71.68,27-07-2022,Metropol AVM
I350557,C105996,Shoes,4,2400.68,15-03-2021,Mall of Istanbul
I131438,C105997,Clothing,5,1500.4,23-06-2022,Zorlu Center
I250117,C106003,Food & Beverage,1,5.23,01-07-2021,Mall of Istanbul
I528670,C106004,Toys,4,143.36,10-01-2022,Istinye Park
I138074,C106005,Technology,3,3150,26-05-2022,Metrocity
I790021,C106009,Shoes,2,1200.34,18-05-2021,Istinye Park
I334581,C106015,Toys,2,71.68,16-07-2022,Forum Istanbul
I192692,C106017,Food & Beverage,1,5.23,05-09-2022,Istinye Park
I254821,C106018,Food & Beverage,5,26.15,13-11-2021,Mall of Istanbul
I309217,C106020,Clothing,2,600.16,21-05-2022,Viaport Outlet
I213874,C106021,Cosmetics,4,162.64,08-11-2022,Forum Istanbul
I231704,C106025,Cosmetics,4,162.64,26-09-2021,Viaport Outlet
I210740,C106026,Clothing,3,900.24,12-12-2021,Mall of Istanbul
I109374,C106027,Cosmetics,4,162.64,02-12-2022,Emaar Square Mall
I122023,C106028,Clothing,5,1500.4,28-11-2021,Zorlu Center
I738162,C106029,Shoes,3,1800.51,12-03-2022,Forum Istanbul
I176576,C106033,Shoes,3,1800.51,22-10-2021,Metrocity
I445355,C106036,Food & Beverage,1,5.23,29-07-2022,Metropol AVM
I101904,C106038,Souvenir,1,11.73,22-02-2021,Kanyon
I962763,C106042,Toys,2,71.68,26-04-2022,Istinye Park
I107071,C106043,Clothing,4,1200.32,28-01-2022,Metropol AVM
I500751,C106044,Technology,1,1050,26-07-2022,Cevahir AVM
I163568,C106046,Toys,4,143.36,21-08-2021,Istinye Park
I249582,C106050,Clothing,3,900.24,16-07-2022,Forum Istanbul
I157399,C106051,Cosmetics,5,203.3,03-12-2021,Mall of Istanbul
I337677,C106052,Clothing,5,1500.4,10-02-2023,Metropol AVM
I277527,C106054,Food & Beverage,5,26.15,13-05-2022,Metrocity
I176711,C106055,Cosmetics,2,81.32,25-04-2022,Mall of Istanbul
I131248,C106056,Shoes,1,600.17,06-09-2022,Cevahir AVM
I312692,C106061,Clothing,3,900.24,28-09-2021,Mall of Istanbul
I186020,C106062,Clothing,1,300.08,06-03-2023,Kanyon
I279791,C106063,Food & Beverage,3,15.69,27-11-2021,Zorlu Center
I169143,C106065,Clothing,5,1500.4,12-05-2022,Metropol AVM
I109766,C106066,Food & Beverage,5,26.15,06-11-2022,Metrocity
I114875,C106068,Toys,5,179.2,17-02-2022,Metropol AVM
I971157,C106070,Clothing,5,1500.4,21-01-2022,Kanyon
I676797,C106071,Clothing,1,300.08,21-09-2022,Forum Istanbul
I202981,C106072,Technology,5,5250,19-03-2022,Kanyon
I320129,C106074,Toys,4,143.36,23-11-2021,Istinye Park
I146364,C106079,Cosmetics,5,203.3,09-03-2021,Zorlu Center
I136631,C106080,Toys,1,35.84,09-01-2022,Metrocity
I291142,C106081,Toys,1,35.84,04-06-2021,Zorlu Center
I206411,C106086,Toys,1,35.84,11-12-2021,Mall of Istanbul
I177718,C106094,Clothing,5,1500.4,13-02-2023,Mall of Istanbul
I293220,C106095,Food & Beverage,1,5.23,23-10-2022,Emaar Square Mall
I189710,C106099,Clothing,4,1200.32,21-10-2022,Cevahir AVM
I110867,C106101,Toys,1,35.84,20-10-2022,Metropol AVM
I120963,C106108,Food & Beverage,5,26.15,05-02-2022,Mall of Istanbul
I260529,C106111,Cosmetics,4,162.64,29-06-2021,Forum Istanbul
I103978,C106114,Technology,5,5250,03-02-2021,Kanyon
I338099,C106117,Technology,5,5250,22-02-2023,Viaport Outlet
I177046,C106121,Clothing,1,300.08,25-07-2022,Mall of Istanbul
I293530,C106123,Shoes,2,1200.34,08-11-2021,Emaar Square Mall
I282621,C106124,Books,1,15.15,07-02-2021,Kanyon
I105675,C106128,Clothing,5,1500.4,28-03-2021,Mall of Istanbul
I177373,C106129,Shoes,4,2400.68,20-05-2021,Metrocity
I315458,C106130,Clothing,5,1500.4,06-03-2023,Metropol AVM
I115102,C106131,Cosmetics,3,121.98,13-12-2021,Metrocity
I753362,C106132,Clothing,5,1500.4,14-08-2022,Zorlu Center
I139682,C106133,Toys,3,107.52,14-04-2022,Kanyon
I178747,C106137,Clothing,1,300.08,04-02-2022,Metropol AVM
I200302,C106139,Cosmetics,1,40.66,20-06-2022,Metropol AVM
I299753,C106142,Food & Beverage,1,5.23,21-01-2021,Mall of Istanbul
I233400,C106143,Clothing,2,600.16,05-08-2022,Mall of Istanbul
I139759,C106148,Clothing,3,900.24,03-09-2022,Metrocity
I112607,C106150,Cosmetics,3,121.98,10-05-2021,Kanyon
I134618,C106153,Clothing,2,600.16,20-11-2022,Metrocity
I252514,C106154,Clothing,4,1200.32,16-06-2021,Mall of Istanbul
I182758,C106160,Cosmetics,5,203.3,19-06-2021,Forum Istanbul
I157694,C106169,Books,2,30.3,15-11-2022,Kanyon
I166914,C106172,Clothing,3,900.24,29-12-2022,Zorlu Center
I217683,C106174,Clothing,2,600.16,11-12-2021,Istinye Park
I247634,C106178,Technology,3,3150,03-01-2021,Mall of Istanbul
I212398,C106179,Cosmetics,1,40.66,03-06-2021,Mall of Istanbul
I323359,C106181,Cosmetics,3,121.98,05-02-2022,Metrocity
I175399,C106184,Clothing,3,900.24,14-02-2021,Mall of Istanbul
I308862,C106188,Cosmetics,5,203.3,02-06-2021,Metrocity
I157559,C106191,Food & Beverage,4,20.92,20-01-2021,Mall of Istanbul
I276693,C106192,Clothing,1,300.08,16-05-2022,Metropol AVM
I532030,C106196,Cosmetics,1,40.66,17-12-2022,Metrocity
I617221,C106200,Shoes,2,1200.34,25-12-2021,Forum Istanbul
I156802,C106202,Food & Beverage,1,5.23,21-03-2022,Kanyon
I162939,C106207,Food & Beverage,2,10.46,10-08-2021,Viaport Outlet
I474732,C106209,Food & Beverage,5,26.15,20-03-2022,Mall of Istanbul
I447274,C106211,Clothing,5,1500.4,29-11-2022,Metropol AVM
I263740,C106218,Books,5,75.75,04-07-2022,Istinye Park
I265494,C106220,Clothing,3,900.24,05-10-2021,Mall of Istanbul
I847150,C106221,Clothing,2,600.16,08-12-2021,Mall of Istanbul
I423649,C106224,Toys,5,179.2,26-01-2021,Metrocity
I156210,C106225,Food & Beverage,5,26.15,06-05-2022,Istinye Park
I298895,C106229,Books,2,30.3,08-01-2022,Mall of Istanbul
I530362,C106231,Cosmetics,4,162.64,26-12-2021,Emaar Square Mall
I163570,C106240,Technology,1,1050,25-12-2022,Cevahir AVM
I264392,C106241,Shoes,5,3000.85,16-05-2021,Kanyon
I246239,C106255,Shoes,5,3000.85,22-12-2022,Metrocity
I145095,C106256,Clothing,4,1200.32,17-02-2021,Metrocity
I312732,C106279,Clothing,2,600.16,23-01-2023,Cevahir AVM
I211262,C106280,Technology,2,2100,28-10-2022,Metrocity
I486228,C106282,Cosmetics,5,203.3,17-07-2021,Kanyon
I577639,C106291,Souvenir,1,11.73,10-08-2021,Viaport Outlet
I247647,C106292,Food & Beverage,5,26.15,28-06-2022,Metropol AVM
I258143,C106299,Cosmetics,1,40.66,19-06-2021,Istinye Park
I931647,C106300,Clothing,4,1200.32,29-07-2021,Metropol AVM
